Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
20190,4/20/2021,Massachusetts Bankers Association,Electronic,Yes,22,,,,,Yes,,
20194,4/21/2021,Farmers Insurance,Electronic,Yes,294,,,Yes,,Yes,,
20195,4/21/2021,Wood River Insurance d/b/a Asset Protection Group,Electronic,Yes,1,Yes,,Yes,,Yes,,
20196,4/21/2021,"VEP Healthcare, Inc.",Electronic,Yes,1,,Yes,,,,,
20197,4/21/2021,"MFA Financial, Inc.",Electronic,Yes,99,Yes,,Yes,,Yes,,
20198,4/21/2021,Saratoga Casino Hotel,Electronic,Yes,45,,,,Yes,Yes,,
20199,4/21/2021,"Glovis America, Inc.",Electronic,,1,Yes,Yes,,,Yes,,
20228,4/22/2021,"Cayan, LLC",Electronic,Yes,259,Yes,Yes,Yes,Yes,Yes,,
20229,4/22/2021,Mutual One Bank,Electronic,,,,,,Yes,,,
20230,4/22/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20231,4/22/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20232,4/22/2021,"Veada Industries, Inc.",Electronic,Yes,11,,,,Yes,,,
20233,4/22/2021,Dedham Savings,Electronic,,21,,,,Yes,,,
20234,4/22/2021,Raymond James Financial,Electronic,Yes,1,,Yes,,,Yes,,
20235,4/22/2021,Congressional Federal Credit Union,Electronic,,1,,Yes,,,Yes,,
20236,4/22/2021,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
20281,4/22/2021,Heritage Insurance Holdings Inc.,Electronic,Yes,51,Yes,Yes,,,Yes,,
20191,4/22/2021,Capital One,Electronic,,9,Yes,,,Yes,Yes,,
20192,4/22/2021,Health Center Partners of Southern California,Electronic,,26,Yes,,,,Yes,,
20193,4/22/2021,Postler & Jaeckle Corp,Electronic,Yes,2,Yes,,,,Yes,,
20283,4/22/2021,Gyrodata Incorporated,Electronic,Yes,1,Yes,,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
20284,4/22/2021,All Spectrum Insurance Brokers,Electronic,Yes,4,,,Yes,,Yes,,
20285,4/22/2021,Hudson Valley Farm Hub,Electronic,Yes,3,Yes,,Yes,,Yes,,
20355,4/23/2021,Perkins & Co,Electronic,,582,Yes,,,,Yes,,
20426,4/23/2021,Walpole Outdoors LLC,Electronic,Yes,290,Yes,Yes,Yes,,,,
20276,4/23/2021,Trueblaze Advisors LLC,Electronic,Yes,1,Yes,,,,Yes,,
20277,4/23/2021,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
20278,4/23/2021,Eagle Bank,Electronic,,2,,,,Yes,,,
20279,4/23/2021,Lincoln Financial Group,Electronic,Yes,7,Yes,,,,Yes,,
20280,4/23/2021,The Savings Bank,Electronic,Yes,1,Yes,Yes,,,Yes,,
20260,4/23/2021,Allergy Partners PLLC,Electronic,Yes,1,Yes,,,,Yes,,
20261,4/23/2021,AmeriCommerce by Cart.com,Electronic,Yes,99,,,,Yes,,,
20262,4/23/2021,Veris Wealth Partners,Electronic,Yes,32,Yes,Yes,,,Yes,,
20263,4/23/2021,Food Pantry Ltd.,Electronic,Yes,282,Yes,Yes,,,Yes,,
20264,4/23/2021,The Village Bank,Electronic,,8,,,,Yes,,,
20265,4/23/2021,Sizzling Platter LLC,Electronic,Yes,2,Yes,,,,Yes,,
20266,4/23/2021,International Cordage East Ltd.,Electronic,Yes,9,Yes,Yes,,,Yes,,
20267,4/23/2021,New York Institute of Technology,Electronic,Yes,3,,Yes,,,,,
20268,4/23/2021,Cozby & Company LLC,Electronic,Yes,700,Yes,Yes,,,Yes,,
20269,4/23/2021,Douglas Elliman Property Management,Electronic,,144,Yes,Yes,Yes,,Yes,,
20204,4/24/2021,Blade HQ,Electronic,Yes,1863,,,,Yes,,,
20354,4/25/2021,People's United Bank,Paper,,2,Yes,Yes,,,Yes,,
20206,4/26/2021,"Health Aid of Ohio, Inc.",Electronic,Yes,20,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
20237,4/26/2021,Lexus of Smithtown,Electronic,Yes,8,,,Yes,,Yes,,
20271,4/26/2021,Hood College,Electronic,Yes,4,Yes,,,,Yes,,
20252,4/26/2021,Astoria Company LLC,Electronic,,8609,Yes,,Yes,,Yes,,
20352,4/26/2021,Winchester Savings Bank,Electronic,,6,,,,Yes,,,
20353,4/26/2021,The Village Bank,Electronic,,1,,,,Yes,,,
20289,4/26/2021,Med-Data Incorporated,Electronic,Yes,98,Yes,,,,Yes,,
20290,4/26/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20291,4/26/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20293,4/26/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20294,4/26/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20303,4/26/2021,North Shore Medical Center,Electronic,Yes,2,,,,,Yes,,
20304,4/26/2021,Middlesex Community College,Electronic,Yes,1,Yes,,,,,,
20305,4/26/2021,Avidia Bank,Electronic,Yes,1,Yes,,Yes,,Yes,,
20253,4/27/2021,Global Industries Inc.,Electronic,Yes,28,Yes,Yes,Yes,,Yes,,
20254,4/27/2021,Dodds Hennessy & Stith LLC,Electronic,Yes,56,Yes,,Yes,,Yes,,
20255,4/27/2021,SoundHouse LLC,Electronic,Yes,9,Yes,Yes,,,Yes,,
20256,4/27/2021,Piedmont Plastics Inc.,Electronic,Yes,87,Yes,Yes,Yes,,Yes,,
20257,4/27/2021,"Hilldrup Companies, Inc.",Electronic,Yes,3,Yes,Yes,,,Yes,,
20258,4/27/2021,Doosan Fuel Cell America Inc.,Electronic,,130,Yes,,,,Yes,,
20259,4/27/2021,Wells Fargo Clearing Services LLC,Paper,,1,,Yes,,,Yes,,
20238,4/27/2021,Capital Brands Distribution LLC,Electronic,Yes,605,,Yes,,Yes,Yes,,
20239,4/27/2021,Lydall Inc.,Electronic,Yes,8,Yes,Yes,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
20240,4/28/2021,Gross Electric Inc.,Electronic,Yes,1,Yes,Yes,,,Yes,,
20241,4/28/2021,Acclaris Inc,Undefined,Yes,4,Yes,,,,Yes,,
20242,4/28/2021,NPS Corporation,Electronic,Yes,1,Yes,,,,Yes,,
20243,4/28/2021,Fortior Solutions LLC,Electronic,,12,,,Yes,,Yes,,
20244,4/28/2021,Doosan Power Services America LLC,Electronic,,4,Yes,,,,Yes,,
20301,4/28/2021,Main Street Bank,Electronic,,3,,,,Yes,,,
20302,4/28/2021,Main Street Bank,Electronic,,1,,,,Yes,,,
20306,4/29/2021,Acclaris Inc,Electronic,Yes,4,Yes,,,,Yes,,
20308,4/29/2021,The ExOne Company,Electronic,Yes,4,Yes,,,,,,
20309,4/29/2021,"Knych & Whritenour, LLC",Electronic,Yes,3,,,Yes,,,,
20295,4/29/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20296,4/29/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20297,4/29/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20298,4/29/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20299,4/29/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20300,4/29/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20245,4/29/2021,Honeywell International Inc,Electronic,Yes,13,Yes,Yes,Yes,,Yes,,
20246,4/29/2021,St. Mary's Credit Union,Electronic,,1,,Yes,,Yes,,,
20247,4/29/2021,Boston Children Hospital,Electronic,Yes,1,Yes,,,,Yes,,
20248,4/29/2021,Nexelis,Electronic,Yes,5,Yes,,Yes,Yes,Yes,,
20505,4/29/2021,"Global Advanced Metals USA, Inc.",Electronic,Yes,41,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
20504,4/30/2021,The National Association for the Advancement of Colored People,Electronic,,4,Yes,Yes,,,Yes,,
20249,4/30/2021,Syndeo LLC dba Broadvoice,Electronic,,4,Yes,,Yes,,Yes,,
20250,4/30/2021,Adams Community Bank,Electronic,,1,,,,Yes,,,
20251,4/30/2021,Adams Community Bank,Electronic,,3,,,,Yes,,,
20272,4/30/2021,Rutgers University,Electronic,Yes,10,Yes,Yes,Yes,,Yes,,
20273,4/30/2021,The Village Bank,Electronic,,1,,,,Yes,,,
20274,4/30/2021,Goldman Sachs Bank USA,Electronic,,2,,Yes,,,,,
20275,4/30/2021,Kettle Cuisine,Electronic,Yes,388,Yes,,Yes,,Yes,,
20286,4/30/2021,Minimed Distribution Corp,Electronic,Yes,11,Yes,,,,Yes,,
20288,4/30/2021,Payne and Fears LLP,Electronic,Yes,1,Yes,,,,Yes,,
20287,5/1/2021,Festo Corporation,Electronic,Yes,14,,,Yes,,Yes,,
20556,5/1/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20351,5/2/2021,Farmers Insurance,Electronic,Yes,10,,,Yes,,Yes,,
20342,5/3/2021,Albemarle Corporation,Electronic,Yes,1,Yes,,,,Yes,,
20343,5/3/2021,"Wells Fargo Bank, N.A.",Electronic,Yes,5,,Yes,,Yes,Yes,,
20344,5/3/2021,SAVERS BANK,Electronic,,1,,,,Yes,,,
20345,5/3/2021,SAVERS BANK,Electronic,,1,,,,Yes,,,
20346,5/3/2021,Resources for the Future,Electronic,Yes,3,Yes,,Yes,,Yes,,
20347,5/3/2021,Principal Life Insurance Company,Paper,Yes,15,,,,,Yes,,
20348,5/3/2021,Salem Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
20349,5/3/2021,Salem Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
20350,5/3/2021,WINCHESTER SAVINGS BANK,Electronic,,5,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
20307,5/3/2021,NYDIG Execution LLC & NYDIG Trust Co. LLC,Electronic,,9,Yes,Yes,Yes,,Yes,,
20330,5/4/2021,"American Express Travel Related Services Company, Inc.",Electronic,,2,,,,Yes,,,
20331,5/4/2021,Acme Construction Supply,Electronic,Yes,3,Yes,,Yes,,Yes,,
20332,5/4/2021,Orthopedic Associates of Dutchess County,Electronic,Yes,458,Yes,Yes,,,Yes,,
20333,5/4/2021,Clear Mountain Bank,Electronic,Yes,4,Yes,,,,Yes,,
20334,5/4/2021,Perkins & Co,Electronic,,6,Yes,,,,Yes,,
20335,5/4/2021,"Patricia M. Meguire, P.C.",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
20336,5/4/2021,Jackson Thornton,Electronic,,5,Yes,Yes,Yes,,Yes,,
20337,5/4/2021,"American Express Travel Related Services Company, Inc.",Electronic,,14,,,,Yes,,,
20338,5/4/2021,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
20339,5/4/2021,"American Express Travel Related Services Company, Inc.",Electronic,,4,,,,Yes,,,
20340,5/4/2021,"American Express Travel Related Services Company, Inc.",Electronic,,29,,,,Yes,,,
20341,5/4/2021,"Divvy Up, Inc.",Electronic,,1614,,,,Yes,,,
20315,5/5/2021,Medical Solutions,Paper,,1,Yes,,,,Yes,,
20316,5/5/2021,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
20317,5/5/2021,"The EADS Group, Inc.",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
20318,5/5/2021,Adams Community Bank,Electronic,,2,,,,Yes,,,
20319,5/5/2021,Felician University,Electronic,Yes,9,Yes,,,,Yes,,
20320,5/5/2021,Adams Community Bank,Electronic,,1,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
20321,5/5/2021,Adams Community Bank,Electronic,,1,,,,Yes,,,
20322,5/5/2021,William R Koscinski Jr. CPA,Electronic,Yes,10,Yes,Yes,,,Yes,,
20323,5/5/2021,Rockland Trust,Paper,Yes,2,,Yes,,,Yes,,
20324,5/5/2021,The Village Bank,Electronic,,2,,,,Yes,,,
20325,5/5/2021,"National Inventors Hall of Fame, Inc",Electronic,,46,Yes,,Yes,,Yes,,
20326,5/5/2021,The Village Bank,Electronic,,1,,,,Yes,,,
20327,5/5/2021,St Mary's Credit Union,Electronic,,2,,,,Yes,,,
20328,5/5/2021,Watertown Savings Bank,Electronic,,4,,,,Yes,,,
20329,5/5/2021,"U.S. Bank, N.A.",Electronic,Yes,5,,Yes,,,,,
20310,5/6/2021,Webster Five Cents Savings Bank,Electronic,,8,,,,Yes,,,
20311,5/6/2021,"American Express Travel Related Services Company, Inc",Electronic,,3,,,,Yes,,,
20312,5/6/2021,St. Mary's Credit Union,Electronic,,4,,,,Yes,,,
20313,5/6/2021,Eagle Bank,Electronic,,3,,,,Yes,,,
20314,5/6/2021,Adams Community Bank,Electronic,,2,,,,Yes,,,
20356,5/6/2021,Envision Pharma Group Ltd.,Electronic,Yes,46,Yes,Yes,,Yes,Yes,,
20357,5/6/2021,"Capital One, National Association",Electronic,Yes,15,Yes,Yes,,Yes,Yes,,
20410,5/6/2021,"InTown Management, Inc",Electronic,Yes,4,Yes,,,,Yes,,
20411,5/6/2021,Innovative Display & Design,Electronic,,1,Yes,,,,Yes,,
20412,5/6/2021,"Outreach Experts, Inc.",Electronic,Yes,14,Yes,Yes,Yes,Yes,Yes,,
20413,5/6/2021,"Ultratec, Inc.",Electronic,Yes,43,Yes,Yes,Yes,Yes,Yes,,
20414,5/6/2021,The Village Bank,Electronic,,5,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
20400,5/7/2021,"JHT Holdings, Inc,",Electronic,Yes,11,Yes,,,,Yes,,
20401,5/7/2021,Retirement Consultant Services,Electronic,Yes,13,Yes,Yes,,,Yes,,
20402,5/7/2021,"Anchor Loans, LP",Electronic,Yes,18,Yes,Yes,Yes,,Yes,,
20403,5/7/2021,Noblr Reciprocal Exchange,Electronic,Yes,419,,,Yes,,Yes,,
20404,5/7/2021,"JV Driver Industrial Services, Inc",Electronic,Yes,2,Yes,,,,Yes,,
20405,5/7/2021,Exceltox Laboratories,Paper,,1,Yes,,,,Yes,,
20406,5/7/2021,"Wilson Hunt International, Ltd. d/b/a Champro",Electronic,Yes,1,Yes,Yes,,,Yes,,
20407,5/7/2021,"Telmate, LLC",Electronic,,46,,,Yes,Yes,Yes,,
20408,5/7/2021,Loudoun Mutual Insurance Company,Electronic,Yes,2,Yes,,,,Yes,,
20409,5/7/2021,Wiggins Airways,Electronic,Yes,55,Yes,Yes,Yes,,Yes,,
20399,5/9/2021,Special K Tax and Accounting,Electronic,Yes,76,Yes,Yes,,,Yes,,
20384,5/10/2021,Elliott Company,Electronic,Yes,2,Yes,,,,Yes,,
20385,5/10/2021,"Youth Care of Utah, Inc",Electronic,Yes,1,Yes,,,,Yes,,
20386,5/10/2021,"SUWS of the Carolinas, LLC",Electronic,Yes,6,Yes,,,,Yes,,
20387,5/10/2021,San Diego Family Care,Electronic,,34,Yes,Yes,,,Yes,,
20388,5/10/2021,"Sober Living By the Sea, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
20389,5/10/2021,Life Healing Center,Electronic,Yes,1,Yes,,,,Yes,,
20390,5/10/2021,World Council of Credit Unions,Electronic,Yes,1,Yes,,,,Yes,,
20391,5/10/2021,SEIU 775 Benefits Group,Electronic,Yes,91,Yes,,,,Yes,,
20392,5/10/2021,"Aspen Education Group, Inc",Electronic,Yes,1684,Yes,,,,Yes,,
20393,5/10/2021,ConvenientMD Urgent Care,Electronic,,5,,,,,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
20394,5/10/2021,Fidelity Management Trust Company,Electronic,Yes,1,Yes,,,,Yes,,
20396,5/10/2021,G2 Insurance Services,Electronic,Yes,1,,,Yes,,,,
20397,5/10/2021,First Seacoast Bank,Paper,,9,,Yes,,,Yes,,
20398,5/10/2021,Messiah University,Electronic,Yes,23,Yes,Yes,Yes,,Yes,,
20415,5/10/2021,The Commonwealth of Massachusetts Department of Revenue,Electronic,Yes,3,Yes,,,,Yes,,
20416,5/10/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20417,5/10/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20418,5/10/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20420,5/10/2021,Main Street Bank,Electronic,,1,,,,Yes,,,
20421,5/10/2021,Main Street Bank,Electronic,,3,,,,Yes,,,
20422,5/10/2021,Brigham and Women's Hospital,Electronic,Yes,1,,,,,,,
20292,5/10/2021,Eastern Bank,Electronic,,95,,,,Yes,,,
20375,5/11/2021,Oak Valley Community Bank,Electronic,,7,Yes,,,,Yes,,
20377,5/11/2021,Arabian Horse Association,Electronic,Yes,45,Yes,,,,Yes,,
20378,5/11/2021,American Family Insurance,Electronic,,526,,,Yes,,Yes,,
20379,5/11/2021,"Nonin Medical, Inc",Electronic,Yes,3,Yes,Yes,,,Yes,,
20380,5/11/2021,State Automobile Mutual Insurance Company,Electronic,Yes,841,,,Yes,,Yes,,
20381,5/11/2021,The Savings Bank,Paper,Yes,11,,Yes,,,Yes,,
20382,5/11/2021,Colehour and Cohen,Electronic,Yes,10,Yes,Yes,,,Yes,,
20383,5/11/2021,"Enterprise Community Loan Fund, Inc.",Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
20371,5/12/2021,N&D Group,Electronic,,3894,Yes,Yes,Yes,Yes,Yes,,
20372,5/12/2021,"Charles Schwab & Co., Inc.",Electronic,Yes,1,Yes,Yes,,,Yes,,
20373,5/12/2021,Bridgewater College,Electronic,Yes,3,Yes,,Yes,,Yes,,
20374,5/12/2021,Midvale Indemnity Company,Electronic,,1057,,,Yes,,Yes,,
20461,5/12/2021,Winchester Savings Bank,Electronic,,3,,,,Yes,,,
20360,5/13/2021,"Carr, Riggs & Ingram, LLC",Electronic,Yes,1,Yes,Yes,,,Yes,,
20358,5/13/2021,ASAP Semiconductor LLC,Electronic,,35,,,,Yes,Yes,,
20363,5/13/2021,"Victoria's Secret Stores Brand Management, LLC",Electronic,Yes,1,,Yes,,,,,
20364,5/13/2021,Sincera Reproductive Medicine,Electronic,Yes,29,Yes,,Yes,,Yes,,
20365,5/13/2021,Massachusetts General Hospital,Electronic,Yes,1,,Yes,,,,,
20366,5/13/2021,"PBT Bancshares, Inc. d/b/a Peoples Bank and Trust",Electronic,Yes,22,Yes,Yes,Yes,,Yes,,
20367,5/13/2021,"American Express Travel Related Services Company, Inc",Electronic,,1,,,,Yes,,,
20368,5/13/2021,Massachusetts General Hospital,Electronic,Yes,1,,Yes,,,,,
20369,5/13/2021,"BTU International, Inc.",Electronic,Yes,633,Yes,,Yes,,Yes,,
20370,5/13/2021,"Ameriprise Financial, Inc",Paper,Yes,6,Yes,Yes,Yes,,Yes,,
20359,5/14/2021,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
20361,5/14/2021,"Caresouth Carolina, Inc.",Electronic,,24,Yes,,,,Yes,,
20362,5/14/2021,"ExaGrid Systems, Inc.",Electronic,Yes,357,Yes,,,,Yes,,
20423,5/14/2021,Illinois Farm Business Farm Management Association,Electronic,Yes,9,Yes,Yes,Yes,,Yes,,
20424,5/14/2021,The National Alliance for Insurance Research & Education,Electronic,Yes,6,Yes,Yes,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
20425,5/14/2021,Bristol Community College,Electronic,Yes,1,,,Yes,,,,
20419,5/14/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20427,5/14/2021,"Administrative Resource Options, Inc.",Electronic,Yes,5,Yes,,Yes,,Yes,,
20428,5/14/2021,CohnReznick LLP,Electronic,Yes,3,Yes,,,,Yes,,
20429,5/14/2021,Phillip Galyen PC,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
20430,5/14/2021,Bay Alarm Medical LLC,Electronic,Yes,99,,,,Yes,,,
20431,5/17/2021,Winchester Savings Bank,Both,,5,,,,Yes,,,
20432,5/17/2021,Winchester Savings Bank,Electronic,,3,,,,Yes,,,
20433,5/17/2021,Greylock Federal Credit Union,Electronic,Yes,3,,Yes,,,Yes,,
20434,5/17/2021,Stampin' Up,Electronic,Yes,61,,,,Yes,,,
20435,5/17/2021,Alfa Insurance Company,Electronic,,13,Yes,,Yes,,Yes,,
20436,5/17/2021,College Ave Student Loan Servicing LLC,Electronic,,2,Yes,,,,Yes,,
20437,5/17/2021,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
20438,5/17/2021,Lumileds LLC,Electronic,Yes,1,Yes,Yes,,,Yes,,
20439,5/17/2021,American Forest Foundation,Electronic,Yes,1,Yes,,,,Yes,,
20440,5/17/2021,The Camden County Municipal Utilities Authority,Electronic,Yes,2,Yes,,,,Yes,,
20463,5/17/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
20464,5/17/2021,"Internal Medicine Associates of Jasper, PC, dba Prestige Medical Group",Electronic,Yes,8,Yes,,,,Yes,,
20462,5/18/2021,The NOCO Company,Electronic,Yes,154,,Yes,,,,,
20441,5/18/2021,Supply New England,Electronic,Yes,156,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
20442,5/18/2021,InVue Security Products Inc.,Electronic,Yes,6,Yes,Yes,,,Yes,,
20443,5/18/2021,Stephen Gould Corporation,Electronic,Yes,62,Yes,,Yes,Yes,Yes,,
20444,5/19/2021,DentaQuest LLC,Paper,Yes,4,Yes,,,,Yes,,
20445,5/19/2021,Alltrust Credit Union,Paper,Yes,1,,Yes,,,,,
20446,5/19/2021,Transamerica Life Insurance Company,Paper,Yes,,Yes,,,,Yes,,
20447,5/19/2021,Alltrust Credit Union,Paper,Yes,1,,,Yes,Yes,Yes,,
20448,5/19/2021,Bose Corporation,Electronic,Yes,209,Yes,,,,Yes,,
20449,5/19/2021,Goodville Mutual Casualty Company,Electronic,Yes,28,Yes,,Yes,,Yes,,
20450,5/19/2021,Rehoboth McKinley Christian Health Care Services,Electronic,Yes,438,Yes,Yes,Yes,Yes,Yes,,
20451,5/19/2021,"American Express Travel Related Services Company, Inc.",Electronic,,6,,,,Yes,,,
20452,5/19/2021,UnitedHealthcare,Electronic,,24,Yes,Yes,,,Yes,,
20453,5/19/2021,"American Travel Related Services Company, Inc.",Electronic,,6,,,,Yes,,,
20455,5/19/2021,Sulivan Hayes & Quinn,Electronic,Yes,39,Yes,,,,Yes,,
20465,5/19/2021,Main Street Bank,Electronic,,1,,,,Yes,,,
20456,5/20/2021,"American Express Travel Related Services Company, Inc.",Electronic,,17,,,,Yes,,,
20457,5/20/2021,Lincoln Financial Group,Electronic,Yes,1,,Yes,,,Yes,,
20458,5/20/2021,"ZocDoc, Inc.",Electronic,Yes,,Yes,,Yes,,Yes,,
20459,5/20/2021,ExamOne,Paper,,1,,,Yes,,Yes,,
20460,5/20/2021,IPS Fund Services,Electronic,Yes,10,Yes,,,,Yes,,
20466,5/21/2021,Steward Medical Group,Paper,Yes,37,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
20467,5/21/2021,Insurance Technologies Corporation,Electronic,Yes,15532,Yes,,Yes,,Yes,,
20493,5/21/2021,Environmental Stoneworks,Electronic,Yes,2,Yes,,,,Yes,,
20494,5/21/2021,"Custom Benefit Programs, Inc., an Aon Company",Electronic,Yes,91,Yes,,,,Yes,,
20495,5/21/2021,"Wells Fargo Clearing Services, LLC",Electronic,Yes,2,,Yes,,,Yes,,
20496,5/21/2021,"ScreenBeam, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
