Assigned Breach Number,Year,Date Reported To OCA,Organization Name,MA Residents Affected,Breach Occured at Reporting Entity,SSN Breached,Drivers Licenses Breached,Account Number Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
18689,2021,1/29/2021,The Village Bank,3,0,0,0,0,1,0,0,0
18691,2021,1/29/2021,The Mid-America Management Corporation,5,1,1,0,0,0,1,0,0
18692,2021,1/29/2021,"Wind River Systems, Inc.",308,1,1,1,0,0,1,0,0
18694,2021,1/29/2021,WINCHESTER SAVINGS BANK,3,0,0,0,0,1,0,0,0
18695,2021,1/29/2021,Salem Five Cents Savings Bank,9,0,0,0,0,1,0,0,0
18675,2021,2/1/2021,Hebron Academy,33,0,1,0,0,0,1,0,0
18676,2021,2/1/2021,The Abaco Club on Winding Bay,6,1,0,0,0,1,0,0,0
18677,2021,2/1/2021,Brotherhood's Relief & Compensation Fund,590,1,1,0,1,0,1,0,0
18678,2021,2/1/2021,Gonzaga University,2,1,1,0,0,0,0,0,0
18679,2021,2/1/2021,St. Mary's Credit Union,2,0,0,0,0,1,0,0,0
18680,2021,2/1/2021,Evangelical Presbyterian Church,1,0,1,0,0,0,1,0,0
18681,2021,2/1/2021,Eagle Bank,9,0,0,0,0,1,0,0,0
18669,2021,2/2/2021,Porter & Curtis LLC,39,0,0,1,0,0,0,0,0
18670,2021,2/2/2021,"Glatt, Maney, Kling & Rufer, CPAs P.C.",76,1,1,0,0,0,1,0,0
18671,2021,2/2/2021,"Warehouse Services, Inc.",1,1,1,0,1,0,1,0,0
18672,2021,2/2/2021,SAVERS BANK,1,0,0,0,0,1,0,0,0
18673,2021,2/2/2021,Reliant Federal Credit Union,4,1,1,0,1,0,1,0,0
18674,2021,2/2/2021,Ardent Credit Union,296,1,1,1,1,0,1,0,0
18711,2021,2/2/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
18713,2021,2/2/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
18714,2021,2/2/2021,"Siskind Susser, PC",3,1,1,1,0,0,1,0,0
18715,2021,2/2/2021,Robert Half International Inc.,1,1,1,0,0,0,1,0,0
18716,2021,2/3/2021,"Carparts.com f/k/a U.S. Auto Parts Network, Inc.",12,1,1,1,0,0,1,0,0
18717,2021,2/3/2021,Lutheran High School Association of Nassau & Suffolk Counties,5,0,1,0,0,0,1,0,0
18712,2021,2/3/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
18710,2021,2/3/2021,Main Street Bank,1,0,0,0,0,1,0,0,0
18668,2021,2/3/2021,"U.S. Bank, N.A.",9,1,1,0,0,0,1,0,0
18753,2021,2/3/2021,New Canaan Country School,15,0,1,0,0,0,1,0,0
18749,2021,2/4/2021,Faith Bible Church,1,1,1,0,0,0,1,0,0
18750,2021,2/4/2021,City of Philadelphia,43,1,1,1,0,0,1,0,0
18751,2021,2/4/2021,The Lamplighter School,4,0,1,0,0,0,1,0,0
18752,2021,2/4/2021,Watertown Savings Bank,8,0,0,0,0,1,0,0,0
18737,2021,2/5/2021,"Simms Fishing Products, LLC",48,1,0,0,0,1,0,0,0
18738,2021,2/5/2021,The Bostwick-Braun Company,5,1,0,1,0,0,1,0,0
18739,2021,2/5/2021,"Carvana, LLC",1,1,0,1,0,0,1,0,0
18740,2021,2/5/2021,Sunrise Global Marketing LLC d/b/a Greenworks Tools,3,1,0,0,0,1,0,0,0
18741,2021,2/5/2021,Cape Cod Five,2,0,0,0,1,1,0,0,0
18742,2021,2/5/2021,Syracuse University,829,1,1,0,0,0,1,0,0
18743,2021,2/5/2021,"Great Clips, Inc.",2,1,1,0,0,0,1,0,0
18745,2021,2/5/2021,US Claims Capital LLC,76,1,1,0,1,0,1,0,0
18746,2021,2/5/2021,"JPMorgan Chase Bank, N.A.",1,1,0,0,1,0,0,0,0
18747,2021,2/5/2021,"Koch Industries, Inc",1,1,1,0,0,0,1,0,0
18748,2021,2/5/2021,Rockland Trust,1,1,0,0,1,0,1,0,0
18736,2021,2/6/2021,"The Honey Baked Ham Company, LLC",1229,1,1,0,1,0,1,0,0
18718,2021,2/8/2021,"Giles Automotive, Inc.",2,1,0,0,0,0,1,0,0
18719,2021,2/8/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
18720,2021,2/8/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
18721,2021,2/8/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
18722,2021,2/8/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
18723,2021,2/8/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
18724,2021,2/8/2021,"Town of Ludlow, Massachusetts",1153,1,0,0,0,0,1,0,0
18733,2021,2/8/2021,Mortgage Bankers Association,6,1,0,0,0,1,0,0,0
18734,2021,2/8/2021,WINCHESTER SAVINGS BANK,1,0,0,0,0,1,0,0,1
18735,2021,2/8/2021,The Windsor School,752,0,1,0,1,0,1,0,0
19819,2021,2/8/2021,Roman Catholic Diocese of Lafayette-in-Indiana,3,0,0,0,1,0,0,0,0
19820,2021,2/8/2021,Washington International School,1,0,1,0,0,0,1,0,0
18731,2021,2/9/2021,"Wells Fargo Bank, N.A.",4,1,0,0,1,0,1,0,0
18727,2021,2/9/2021,Great Northern Corporation,3,1,1,1,1,0,1,0,0
18728,2021,2/9/2021,"Globalstar, Inc.",5,1,0,0,1,0,1,0,0
18729,2021,2/9/2021,St. John's School,9,0,1,0,1,0,1,0,0
18725,2021,2/10/2021,"American Express Travel Related Services Company, Inc.",30,0,0,0,0,1,0,0,0
18781,2021,2/10/2021,Laurel School,14,0,1,0,0,0,1,0,0
18782,2021,2/10/2021,"City of Ellensburg, Washington",3,1,0,1,0,0,1,0,0
18783,2021,2/10/2021,"High Falls Advisors, Inc.",12,1,0,1,1,0,0,0,0
18754,2021,2/10/2021,"DACdb, LLC",23,1,0,0,0,1,1,0,0
18755,2021,2/10/2021,The Savings Bank,1,1,0,0,1,0,1,0,0
18756,2021,2/10/2021,Spaulding Rehabilitation Network,1,1,0,0,0,0,0,0,0
18757,2021,2/10/2021,Main Street Bank,2,0,0,0,0,1,0,0,0
18768,2021,2/11/2021,Berwick Academy,128,0,1,0,0,0,1,0,0
18769,2021,2/11/2021,"Rakuten USA, Inc. DBA Rakuten Americas",252,1,1,0,0,0,1,0,0
18770,2021,2/11/2021,South Jersey Industries,4,1,1,0,1,0,1,0,0
18771,2021,2/11/2021,"Wells Fargo Bank, N.A.",1,1,0,0,1,0,1,0,0
18772,2021,2/11/2021,"Citywide Home Loans, LLC",131,1,1,1,1,1,1,0,0
18773,2021,2/11/2021,"Walsh Brothers Construction, Inc.",312,1,1,1,1,0,1,0,0
18774,2021,2/11/2021,Light Tower Financial Strategies,175,1,1,0,1,0,1,0,0
18775,2021,2/11/2021,"Norwood School, Inc.",2,0,0,0,1,0,1,0,0
18776,2021,2/11/2021,Principal Life Insurance Company,1,1,1,1,0,0,1,0,0
18778,2021,2/11/2021,The Village Bank,1,0,0,0,0,1,0,0,0
18779,2021,2/11/2021,The Village Bank,2,0,0,0,0,1,0,0,0
18780,2021,2/11/2021,The Village Bank,1,0,0,0,0,1,0,0,0
18764,2021,2/12/2021,"Andres Construction Services, LLC",1,1,1,0,0,0,1,0,0
18765,2021,2/12/2021,"Bowling Green Inn of Pensacola, LLC d/b/a Twelve Oaks Recovery Center",26,1,1,0,0,0,1,0,0
18766,2021,2/12/2021,Greater Des Moines Botanical Garden,2,0,0,0,1,0,0,0,0
18767,2021,2/12/2021,WINCHESTER SAVINGS BANK,7,0,0,0,1,1,0,0,0
18784,2021,2/12/2021,Eastern Bank,2356,0,0,0,0,1,0,0,0
18785,2021,2/12/2021,Main Street Bank,1,0,0,0,0,1,0,0,0
18786,2021,2/12/2021,The Commonwealth of Massachusetts Department of Revenue,1,1,1,0,0,0,1,0,0
18787,2021,2/12/2021,"Williams-Sonoma, Inc.",1,1,0,0,0,1,0,0,0
18763,2021,2/15/2021,Cintas Corporation,4,1,0,1,1,0,1,0,0
18758,2021,2/16/2021,Vitamin Portfolio,684,1,0,0,0,1,0,0,0
18759,2021,2/16/2021,"Westlake Hardware, Inc",2,1,1,0,0,0,1,0,0
18760,2021,2/16/2021,Goodwin Procter LLP,79,0,1,0,1,0,1,0,0
18761,2021,2/16/2021,"Global Eagle Entertainment, Inc.",2,1,1,0,0,0,1,0,0
18788,2021,2/17/2021,Trinity Christian College,1,0,1,0,0,0,1,0,0
18789,2021,2/17/2021,ST. MARY'S CREDIT UNION,1,0,0,0,0,1,0,0,0
18791,2021,2/17/2021,The Richards Group,227,1,1,1,1,1,1,0,0
18830,2021,2/17/2021,"S3 Design, Inc.",19,1,1,0,1,0,1,0,0
18828,2021,2/18/2021,Dr. Dennis Gross Skincare LLC,6,1,1,0,1,0,1,0,0
18829,2021,2/18/2021,Eagke Bank,3,0,0,0,0,1,0,0,0
18823,2021,2/18/2021,Rodman Ford Sales Inc.,167,1,1,0,1,1,1,0,0
18824,2021,2/18/2021,SAVERS BANK,9,0,0,0,0,1,0,0,0
18825,2021,2/18/2021,Kemper CPA Group LLP,1,1,1,0,0,0,1,0,0
18826,2021,2/18/2021,Florence Bank,1,1,1,0,0,0,1,0,0
18827,2021,2/19/2021,Fall River Municipal Credit Union,2,1,1,0,0,0,1,0,0
18813,2021,2/19/2021,"Hazen Bancorporation, Inc. dba Union State Bank of Hazen",2,1,0,0,1,0,1,0,0
18814,2021,2/19/2021,"Southeastern Minnesota Center for Independent Living, Inc",2,1,1,0,0,0,1,0,0
18815,2021,2/19/2021,E & J Gallo Winery,78,1,1,1,1,0,1,0,0
18816,2021,2/19/2021,The Kroger Co. and its affiliated companies,300,1,1,0,0,0,1,0,0
18817,2021,2/19/2021,"Olema Pharmaceuticals, Inc.",2,1,1,0,0,0,1,0,1
18818,2021,2/19/2021,St. Mary Credit Union,1,0,0,0,0,1,0,0,0
18820,2021,2/19/2021,"Young's Holdings, Inc",10,1,0,0,0,1,0,0,0
18821,2021,2/19/2021,ST. MARY'S CREDIT UNION,10,0,0,0,0,1,0,0,0
18822,2021,2/19/2021,The Village Bank,23,0,0,0,0,1,0,0,0
18811,2021,2/21/2021,"Setuno, Inc. d/b/a Shopping Cart Elite",37,1,0,0,0,1,0,0,0
18812,2021,2/22/2021,"American Express Travel Related Services Company, Inc.",4,0,0,0,0,1,0,0,0
18799,2021,2/22/2021,"Worldwide Facilities, LLC",37,1,1,1,0,0,1,0,0
18800,2021,2/22/2021,"ASAP Ministries, Inc.",1,0,0,0,1,1,0,0,0
18801,2021,2/22/2021,San Francisco University High School,5,0,1,0,0,0,1,0,0
18802,2021,2/22/2021,St. Mary's Credit Union,2,0,0,0,0,1,0,0,0
18803,2021,2/22/2021,"ITOCHU International, Inc.",8,1,1,0,0,0,1,0,0
18804,2021,2/22/2021,Liberty Healthcare Corporation,2,0,1,0,0,0,1,0,0
18805,2021,2/22/2021,"Bleakley Platt & Schmidt, LLP",1,1,0,0,0,1,0,0,0
18806,2021,2/22/2021,ITOCHU Chemicals America Inc,1,1,1,1,0,0,1,0,0
18807,2021,2/22/2021,Tufts Health Plan,1,1,1,0,0,0,1,0,0
18808,2021,2/22/2021,Maine Drilling and Blasting,308,1,1,1,1,1,1,0,0
18809,2021,2/22/2021,WINCHESTER SAVINGS BANK,7,0,0,0,0,1,0,0,0
18842,2021,2/22/2021,"T-Mobile USA, Inc.",0,1,1,1,0,0,1,0,0
18843,2021,2/22/2021,"Sequoia Capital Operations, LLC",22,1,1,0,0,0,1,0,0
18844,2021,2/22/2021,Adams Community Bank,5,1,1,0,1,0,0,0,0
18845,2021,2/22/2021,Adams Community Bank,1,1,1,0,1,0,1,0,0
18832,2021,2/22/2021,Spaulding Rehabilitation Network,1,1,0,0,0,0,0,0,0
18793,2021,2/23/2021,Jacuzzi Inc.,3,1,1,0,1,0,1,0,0
18794,2021,2/23/2021,The Arc of Chester County,1,1,1,0,0,0,1,0,0
18795,2021,2/23/2021,"Ultra Clean Holdings, Inc.",7,1,1,1,0,0,1,0,0
18797,2021,2/23/2021,"The Vanguard Group, Inc",1,1,0,0,1,0,0,0,0
18798,2021,2/23/2021,The Village Bank,1,0,0,0,0,1,0,0,0
18792,2021,2/24/2021,Le Meridien Dania Beach Hotel,1,1,1,0,0,0,1,0,0
18833,2021,2/24/2021,First Bank,1,1,1,0,0,0,1,0,0
19837,2021,2/24/2021,Franklin Apprenticeships,1,1,1,0,0,0,1,0,0
19838,2021,2/24/2021,"Royal Cup, Inc",1,1,1,0,0,0,1,0,0
19839,2021,2/24/2021,"Scythian Real Estate Fund, LLC",2,1,1,0,1,0,1,0,0
19840,2021,2/24/2021,"Tabula Rasa HealthCare Group, Inc., d/b/a Peak TPA",2875,1,1,0,0,0,1,0,0
19841,2021,2/24/2021,St. Luke's School,20,0,1,0,0,0,1,0,0
18835,2021,2/24/2021,The Commonwealth of Massachusetts Executive Office of Health and Human Services,23,1,1,0,0,0,1,0,0
18836,2021,2/24/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
18837,2021,2/24/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
18838,2021,2/24/2021,Mutual One Bank,6,0,0,0,0,1,0,0,0
18839,2021,2/24/2021,"North American Savings Bank, F.S.B.",3,1,1,1,0,0,1,0,0
18840,2021,2/24/2021,Main Street Bank,13,0,0,0,0,1,0,0,0
19832,2021,2/25/2021,Root Insurance Company,276,0,1,1,0,0,1,0,0
19833,2021,2/25/2021,Woodstream Corporation,1,1,1,0,1,0,1,0,0
19834,2021,2/25/2021,Igoe & Company Incorporated,10,0,1,0,0,0,1,0,0
19835,2021,2/25/2021,Beaumont Health Foundation,3,0,0,0,1,0,0,0,0
19836,2021,2/25/2021,"JPMorgan Chase Bank, N.A.",1,1,1,0,0,0,1,0,0
19822,2021,2/26/2021,"BSN Sports, LLC",475,1,0,0,0,1,0,0,0
19824,2021,2/26/2021,The Hanover Insurance Company,10658,1,1,1,0,0,1,0,0
19825,2021,2/26/2021,Quicken Inc.,10,0,0,1,1,0,1,0,0
19826,2021,2/26/2021,International Medical Corps,123,0,0,0,1,0,0,0,0
19827,2021,2/26/2021,Massachusetts General Hospital,1,1,0,0,1,0,0,0,0
19828,2021,2/26/2021,The Home for the Little Wanderers,467,1,1,1,1,1,1,0,0
19829,2021,2/26/2021,Rockland Trust,2,1,0,0,1,0,0,0,0
19830,2021,2/26/2021,Volunteers of America Chesapeake & Carolinas,1,0,1,0,0,0,1,0,0
19831,2021,2/26/2021,"M&R Electronic Systems, Inc.",1,1,1,0,0,0,1,0,0
19855,2021,2/26/2021,Camden National Bank,6,0,1,0,0,0,1,0,0
19821,2021,2/28/2021,Landmark Christian School,1,0,1,0,0,0,1,0,0
19809,2021,3/1/2021,Team One Adjusting Services,4,1,1,1,1,0,1,0,0
19810,2021,3/1/2021,Vermont State Colleges,10,0,0,0,1,0,0,0,0
19811,2021,3/1/2021,Holderness School,503,0,1,0,1,0,1,0,0
19812,2021,3/1/2021,Franklin County Regional Housing & Redevelopment Authority,1,1,1,0,0,0,0,0,0
19813,2021,3/1/2021,"American Express Travel Related Services Company, Inc",56,0,0,0,0,1,0,0,0
19814,2021,3/1/2021,Integon National Insurance Company,1691,1,0,1,0,0,1,0,0
19816,2021,3/1/2021,The Village Bank,1,0,0,0,0,1,0,0,0
19817,2021,3/1/2021,WINCHESTER SAVINGS BANK,3,0,0,0,0,1,0,0,0
19818,2021,3/1/2021,"BW Homecare Holdings, LLC,
d.b.a. Elara Caring",3926,1,1,1,1,1,1,0,0
19843,2021,3/2/2021,Main Street Bank,1,0,0,0,0,1,0,0,0
19845,2021,3/2/2021,"Ally Align Health, Inc.",22,1,1,0,0,0,1,0,0
19846,2021,3/2/2021,Massachusetts Defined Contribution CORE Retirement Plan,6,1,1,0,0,0,1,0,0
19802,2021,3/2/2021,The Hartford Fire Insurance Company,175,1,0,1,0,0,1,0,0
19803,2021,3/2/2021,K.I.M. Co. Refrigeration Corporation,6,1,1,1,0,0,1,0,0
19804,2021,3/2/2021,"Strat-O-Matic Media, LLC",84,1,0,0,0,1,1,0,0
19805,2021,3/2/2021,Cardinal Logistics Management Corp,686,1,1,1,1,0,1,0,0
19806,2021,3/2/2021,Marquis Management LLC,525,1,1,0,0,0,1,0,0
19807,2021,3/2/2021,Port of Kennewick,1,1,1,0,0,0,1,0,0
19808,2021,3/2/2021,Salem Five Cents Savings Bank,8,0,0,0,0,1,0,0,0
19848,2021,3/2/2021,"Nagel & Padilla, LLC",4,1,1,1,0,0,1,0,0
19849,2021,3/2/2021,"Aduro, LLC",2,0,0,0,0,0,1,0,0
19850,2021,3/2/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
19851,2021,3/2/2021,"Summit Behavioral Healthcare, LLC",9,1,1,0,0,0,1,0,0
19852,2021,3/2/2021,University Hospital,0,1,1,1,1,0,1,0,0
19853,2021,3/2/2021,"Cornerstone Care, Inc.",1,1,1,0,0,0,1,0,0
19854,2021,3/2/2021,"WMS Partners, LLC",11,1,0,0,1,0,0,0,0
19792,2021,3/3/2021,"Blackhawk Mining, LLC",3,1,1,0,0,0,1,0,0
19793,2021,3/3/2021,"Sachs Sax Caplan, P.L.",26,1,1,0,1,1,1,0,0
19794,2021,3/3/2021,"Forest Ridge Apartments c/o Taymil Partners, LLC",3,1,0,1,1,0,1,0,0
19796,2021,3/3/2021,Lake Forest College,41,1,1,0,1,0,1,0,0
19797,2021,3/3/2021,Webster Five Cents Savings Bank,9,0,0,0,0,1,0,0,0
19798,2021,3/3/2021,"Harry Norman, REALTORS",3,1,1,0,0,0,1,0,0
19799,2021,3/3/2021,"Quanta Technology, LLC",3,1,1,0,0,0,1,0,0
19800,2021,3/3/2021,Webster Five Cents Savings Bank,18,0,0,0,0,1,0,0,0
19801,2021,3/3/2021,Webster Five Cents Savings Bank,3,0,0,0,0,1,0,0,0
18831,2021,3/3/2021,29 Flatbush LLC,3,1,1,0,1,0,1,0,0
19847,2021,3/4/2021,Humana Inc.,8,0,1,0,0,0,1,0,0
19844,2021,3/4/2021,Main Street Bank,3,0,0,0,0,1,0,0,0
19842,2021,3/4/2021,"Williams-Sonoma, Inc.",1,1,0,0,0,1,0,0,0
19881,2021,3/4/2021,Los Angeles Philharmonic Association,80,1,1,0,0,0,1,0,0
19882,2021,3/4/2021,La Jolla Country Day School,26,0,1,0,0,0,1,0,0
19883,2021,3/4/2021,Americold Realty Trust,1216,1,1,1,1,1,1,0,0
19866,2021,3/5/2021,Morris 4x4,12,1,0,0,0,1,0,0,0
19867,2021,3/5/2021,TractManager Holdings LLC,1,1,1,0,0,0,1,0,0
19868,2021,3/5/2021,"Fidelitone, Inc.",180,1,1,1,1,0,1,0,0
19869,2021,3/5/2021,Zumiez Canada Holding Inc,10,1,0,0,0,1,0,0,0
19870,2021,3/5/2021,Stanley Clark School,8,1,1,0,0,0,1,0,0
19871,2021,3/5/2021,The American Armed Forces Mutual Aid Association,1058,1,1,0,1,0,1,0,0
19872,2021,3/5/2021,Wayzata Investment Partners LLC,3,0,1,1,1,0,1,0,0
19873,2021,3/5/2021,"Wells Fargo Bank, N.A",1,1,0,0,1,0,1,0,0
19874,2021,3/5/2021,"American Express Travel Related Services Company, Inc.",11,0,0,0,0,1,0,0,0
19876,2021,3/5/2021,"Sandhills Medical Foundation, Inc.",3,0,1,1,0,0,1,0,0
19877,2021,3/5/2021,Rockland Trust Company,382,1,0,0,1,0,1,0,0
19878,2021,3/5/2021,Watertown Savings Bank,17,0,0,0,0,1,0,0,0
19879,2021,3/5/2021,WINCHESTER SAVINGS BANK,1,0,0,0,0,1,0,0,0
19865,2021,3/6/2021,Metromile Insurance Company,549,1,0,1,0,0,1,0,0
19885,2021,3/8/2021,Adams Community Bank,1,0,0,0,0,1,0,0,0
19886,2021,3/8/2021,Adams Community Bank,1,0,0,0,0,1,0,0,0
19887,2021,3/8/2021,Adams Community Bank,4,1,1,0,0,0,1,0,0
19888,2021,3/8/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
19889,2021,3/8/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
19890,2021,3/8/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
19892,2021,3/8/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
19893,2021,3/8/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
19894,2021,3/8/2021,Mutual One Bank,0,0,0,0,0,1,0,0,0
19895,2021,3/8/2021,Eastern Bank,443,0,0,0,0,1,0,0,0
19896,2021,3/8/2021,"Brigham, Osborn & Scarborough, LLC",13,1,0,0,1,0,0,0,0
19861,2021,3/8/2021,The Bond Clinic P.A.,1,1,1,0,0,0,1,0,0
19862,2021,3/8/2021,"KEH, Inc.",2,1,0,1,0,1,0,0,0
19863,2021,3/8/2021,Roman Catholic Diocese of Fall River,72,1,1,0,1,1,1,0,0
19864,2021,3/8/2021,The Village Bank,1,0,0,0,0,1,0,0,0
19884,2021,3/9/2021,Western Overseas Corporation,4,1,0,1,0,1,1,0,0
19856,2021,3/9/2021,Rumsey Hall School,11,0,1,0,0,0,1,0,0
19857,2021,3/9/2021,"The New London Hospital Association, Inc.",647,1,1,0,0,0,1,0,0
19858,2021,3/9/2021,"The Galloway Schools, Inc.",11,0,0,1,1,0,1,0,0
19859,2021,3/9/2021,"Mercy LIFE, Inc.",396,1,1,0,0,0,1,0,0
19860,2021,3/9/2021,Lincoln Financial Group,1,1,1,0,1,0,1,0,0
18846,2021,3/9/2021,Island Hotel Company Limited doing business as Atlantis Paradise Island,478,1,1,1,1,1,1,0,0
19897,2021,3/10/2021,Southern Mass Credit Union,1,1,0,0,1,0,1,0,0
19898,2021,3/10/2021,Overseas Service Corporation,1,0,1,0,0,0,1,0,0
19899,2021,3/10/2021,Museum of the American Revolution,15,1,0,0,1,0,1,0,0
19909,2021,3/10/2021,"Bruckner Truck Sales, Inc.",3,1,1,1,0,0,1,0,0
19953,2021,3/10/2021,"Dawson James Securities, Inc.",78,1,1,0,0,0,1,0,0
19936,2021,3/11/2021,Perkins & Co,15,0,1,1,1,1,1,0,0
19937,2021,3/11/2021,Morr Dental Transitions,508,1,1,1,1,1,1,0,0
19938,2021,3/11/2021,"Kitestring Consulting, Inc",3,0,1,1,1,0,1,0,0
19939,2021,3/11/2021,"Cleveland Integrity Systems, Inc.",2,1,1,1,1,0,1,0,0
19940,2021,3/11/2021,The Buckley School,31,0,0,0,1,0,1,0,0
19941,2021,3/11/2021,"Pan-American Life Insurance Group, Inc",3,1,1,1,1,0,1,0,0
19942,2021,3/11/2021,Massachusetts General Hospital,4,1,1,0,0,0,1,0,0
19943,2021,3/11/2021,Epicor Software Corporation,2,1,1,0,1,0,1,0,0
19944,2021,3/11/2021,"American Express Travel Related Services Company, Inc.",3,0,0,0,0,1,0,0,0
19945,2021,3/11/2021,Norwich University,10,0,1,0,1,1,1,0,0
19946,2021,3/11/2021,"Hidden Mountain Resort, Inc.",1,1,1,0,0,0,1,0,0
19947,2021,3/11/2021,"MPE GP III, LLC",1,0,1,0,1,0,1,0,0
19948,2021,3/11/2021,"Signify Health, LLC",14,1,1,0,0,0,1,0,0
19929,2021,3/12/2021,"Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",67,0,1,0,0,0,1,0,0
19930,2021,3/12/2021,Transform SR Holding Management LLC,0,1,0,0,1,0,0,0,0
19931,2021,3/12/2021,The L.S. Starrett Company,3,1,1,0,1,0,1,0,0
19932,2021,3/12/2021,"Wells Fargo Bank, N.A.",1,1,0,0,1,0,1,0,0
19933,2021,3/12/2021,Arbella Insurance Group,91,1,1,1,0,0,1,0,0
19934,2021,3/12/2021,Glaukos Corp.,7,1,1,0,1,0,1,0,0
19935,2021,3/12/2021,"D.K. Briery, CPA, PLC",5,1,1,1,1,0,1,0,0
19928,2021,3/13/2021,Barry University,23,0,0,0,1,0,0,0,0
19919,2021,3/15/2021,IntelliSource,8,1,1,0,0,0,1,0,0
19920,2021,3/15/2021,Quality CPR Care LLC dba American CPR Care Association,351,1,0,0,0,1,0,0,0
19921,2021,3/15/2021,"American Express Travel Related Services Company, Inc.",1,0,0,0,0,1,0,0,0
19922,2021,3/15/2021,CPR AED Course LLC dba American Health Care Academy,869,1,0,0,0,1,0,0,0
19923,2021,3/15/2021,Alameda-Contra Costa Transit District,2,1,1,0,0,0,1,0,0
19924,2021,3/15/2021,"Aero Charter, Inc.",2,0,0,1,0,1,1,0,0
19925,2021,3/15/2021,"Flagstar Bank, FSB",18410,0,1,0,1,0,1,0,0
19926,2021,3/15/2021,"Sabel & Oplinger, CPA, PC",2,1,1,1,1,0,1,0,0
19927,2021,3/15/2021,WINCHESTER SAVINGS BANK,2,0,0,0,0,1,0,0,0
19901,2021,3/15/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
19902,2021,3/15/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
19903,2021,3/15/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
19905,2021,3/15/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
19906,2021,3/15/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
19907,2021,3/15/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
19908,2021,3/15/2021,Adams Community Bank,2,0,0,0,0,1,0,0,0
19913,2021,3/16/2021,Infinity Insurance Company,212,1,1,1,0,0,1,0,0
19914,2021,3/16/2021,"Automation Personnel Services, Inc.",32,1,1,0,1,0,1,0,0
19916,2021,3/16/2021,LAZ Parking,144,1,1,1,1,0,1,0,0
19917,2021,3/16/2021,Assistcare Home Health Services LLC dba Preferred Home Care of New York/Preferred Gold,7,1,1,0,0,0,1,0,0
19918,2021,3/16/2021,Lincoln Financial Group,2,1,1,1,0,0,1,0,0
19954,2021,3/16/2021,Gonzales Park LLC d/b/a Design By Humans,27,1,0,0,0,1,1,0,0
20047,2021,3/16/2021,Principal Life Insurance Company,1,1,0,0,1,0,1,0,0
19955,2021,3/17/2021,Automatic Funds Transfer Services Inc,14,1,0,0,1,0,0,0,0
20006,2021,3/17/2021,Business Bank of Texas NA,1,1,1,0,0,0,1,0,0
20007,2021,3/17/2021,"Western Union Financial Services, Inc",25,0,1,1,0,0,1,0,0
19912,2021,3/17/2021,St. Mary's Credit Union,1,0,0,0,0,1,0,0,0
19998,2021,3/18/2021,The Travelers Indemnity Company,37,0,1,1,1,0,1,0,0
19999,2021,3/18/2021,PCS Revenue Control Systems,256,1,1,0,0,0,1,0,0
20000,2021,3/18/2021,CalAmp Corp,14,1,0,0,1,1,0,0,0
20001,2021,3/18/2021,savers bank,1,0,0,0,0,1,0,0,0
20002,2021,3/18/2021,Old Edwards Hospitality Group,2,1,1,0,0,0,1,0,0
20003,2021,3/18/2021,The Baltimore Museum of Art,26,1,1,0,1,0,1,0,0
20005,2021,3/18/2021,Meemic Insurance Company,1,1,1,1,0,0,1,0,0
19987,2021,3/19/2021,Victor Community Support Services,1,1,1,0,0,0,1,0,0
19988,2021,3/19/2021,"LI-COR, Inc.",9,1,1,0,1,0,1,0,0
19990,2021,3/19/2021,"DeCotiis, FitzPatrick, Cole & Giblin, LLP",3,1,1,1,0,0,1,0,0
19991,2021,3/19/2021,"SunMed Group Holdings, LLC",7,1,1,1,1,0,1,0,0
19992,2021,3/19/2021,"Stavros Center for Independent Living, Inc.",0,1,1,1,1,0,1,0,0
19993,2021,3/19/2021,"American Express Travel Related Services Company, Inc.",3,0,0,0,0,1,0,0,0
19994,2021,3/19/2021,Kentucky Wesleyan College,39,1,1,1,0,0,1,0,0
19996,2021,3/19/2021,"JPMorgan Chase Bank, N.A.",1,1,1,0,0,0,1,0,0
19985,2021,3/20/2021,Connor Group,28,1,1,0,0,0,1,0,0
